paper_id,title,study_type,is_nanoplastic_only,has_blood_serum_plasma_biomarkers,experimental_model,species,sex,exposure_route,exposure_duration,dose_groups,polymer_types,particle_shape,particle_size,blood_matrix,biomarkers.ALT,biomarkers.AST,biomarkers.ALP,biomarkers.GGT,biomarkers.HDL,biomarkers.LDL,biomarkers.cholesterol_total,biomarkers.triglycerides,biomarkers.glucose,biomarkers.urea,biomarkers.creatinine,biomarkers.bilirubin,biomarkers.MDA,biomarkers.AOPP,biomarkers.PAB,biomarkers.HNE
aa2cfcf39ffc7f06,Journey of micronanoplastics with blood components,unknown,False,True,"review article synthesizing multiple in vivo, in vitro, and ex vivo studies",multiple,,,[],[],"['polystyrene (PS)', 'polyethylene (PE)', 'polypropylene (PP)', 'polyvinyl chloride (PVC)', 'polyethylene terephthalate (PET)', 'polyamide', 'poly(methyl methacrylate) (PMMA)', 'low-density polyethylene (LDPE)', 'high-density polyethylene (HDPE)']",beads,,,increased,increased,increased,decreased,,,,decreased,increased,increased,increased,,,,,
340c3bb35c84a4b2,Microplastics exposure altered hematological and lipid profiles as well as liver and kidney function parameters in albino rats (Rattus norvegicus),in_vivo,False,True,albino rat,Rattus norvegicus,,oral,['28 days'],"['1% microplastic solution', '5% microplastic solution', '10% microplastic solution']","['polyethylene', 'polypropylene']",fragments and pellets,0.1 μm to 2 mm,serum,increased,increased,"increased (10%), decreased (1%, 5%)",,"increased (1% and 5%), decreased (10%)","increased (1% and 5%), decreased (10%)","increased (1% and 5%), decreased (10%)","increased (1% and 5%), decreased (10%)",,"increased (1% and 5%), decreased (10%)",increased,,,,,
e8c46439af0994cd,Oral Exposure to Polystyrene Microplastics of Mice on a Normal or High-Fat Diet and Intestinal and Metabolic Outcomes,in_vivo,False,True,C57BL/6J male mice,mouse,male,oral,['4 weeks'],"['ND + MPs (1,000 µg/L in drinking water)', 'ND (no MPs)', 'HFD + MPs (1,000 µg/L in drinking water)', 'HFD (no MPs)']",['polystyrene'],not reported,0.45-0.53 µm,serum,increased (HFD+MPs vs HFD),,,,,increased (HFD+MPs vs HFD),,increased (HFD+MPs vs HFD),increased (iPGTT; MP groups vs respective controls),,,,,,,
8a1359eb2ebd4119,"Epithelial barrier hypothesis in the context of nutrition, microbial dysbiosis, and immune dysregulation in metabolic dysfunctionassociated steatotic liver",unknown,False,True,not specified,not specified,,,[],[],[],,,,decreased,decreased,decreased,decreased,increased,decreased,decreased,decreased,decreased,,,,,,,
ae035df0d5b6a301,Oral exposure to high concentrations of polystyrene microplastics alters the intestinal environment and metabolic outcomes in mice,in_vivo,False,True,C57BL/6J male mice,mouse,male,oral,['6 weeks'],"['1000 μg/L in drinking water', '5000 μg/L in drinking water', '0.2 mg/kg BW/day (calculated)', '1.0 mg/kg BW/day (calculated)']",['polystyrene'],,0.45-0.53 mm,serum,no change,no change,,,,,no change,increase,,,,,,,,
58041a667d1f9ed8,Toxicity of gold nanoparticles complicated by the co-existence multiscale plastics,in_vivo,False,True,ICR mice (SPF),mouse,both,oral gavage,['90 consecutive days'],"['Control (water)', 'AuR only', 'AuR + PS 500 nm (nPS)', 'AuR + PS 5 µm (mPS)']","['polystyrene (PS)', 'polystyrene']",nanorod,500 nm and 5 µm,serum,increased (co-exposure groups vs control),increased (co-exposure groups vs control),,,no_change,no_change,no_change,no_change,,increased (BUN increased in co-exposure groups),no_change,,,,,
dd74f2b4e09b9794,"Polystyrene microplastics induced nephrotoxicity associated with oxidative stress, inflammation, and endoplasmic reticulum stress in juvenile rats",in_vivo,False,True,juvenile female Sprague-Dawley rats,rat,female,oral gavage,['28 days'],"['control', 'PSMPs 2.0 mg/kg/d (oral gavage)', 'PSMPs 2.0 mg/kg/d + NAC 100 mg/kg i.p. every two days', 'PSMPs 2.0 mg/kg/d + Sal 1.5 mg/kg i.p. every two days']",['polystyrene'],spherical,1 μm,serum,,,,,,,,,,increase,increase,,,,,
e7c3d1496638f631,Natural saponins and macrophage polarization: Mechanistic insights and therapeutic perspectives in disease management,unknown,False,False,unknown,unknown,,,[],[],['PEG-PLGA'],,75-90 nm,,,,,,,,,,,,,,,,,
ed193ffdb7bba2e7,Simulated Microplastic Release from Cutting Boards and Evaluation of Intestinal Inflammation and Gut Microbiota in Mice,in_vivo,False,True,Balb/c mice,mouse,female,dietary (fed diets prepared on cutting boards),"['4 wk', '12 wk']","['PP cutting board diet', 'PE cutting board diet', 'WB cutting board diet (control)']","['polypropylene (PP)', 'polyethylene (PE)']",irregular,PP mean 10.4 ± 0.96 µm; PE mean 27.4 ± 1.45 µm,serum,,,,,,,,,,,,,,,,
46751afdeb532972,"AChE: Acetylcholinesterase activity ADA: Adenosine deaminase ALP: Alkaline phosphatase ALT: alanine transaminase ANOVA: Analysis of variance AST: Aspartate aminotransferase ASW: Artificial seawater cDNA: Complementary DNA CECs: Contaminants of emerging concern CK: Creatine kinase DLS: Dynamic light scattering DNA: Deoxyribonucleic acid EA: Esterase activity ENAs: Erythrocytic nuclear abnormalities FAO: Food and Agriculture Organization HIS: Hepatosomatic index IBR: Integrated biomarker response IU: International unit IUCN: International Union for Conservation of Nature MDA: Malondialdehyde MPs: Microplastics MNPs: Micro(nano)plastics mRNA: Messenger RNA MS222: Tricaine methanesulfonate MTT: 3-(4,5-dimethylthiazol-2-yl) 2,5-diphenyl-2H-tetrazolium bromide NMDR: Non-monotonic dose response NOAEL: No observed adverse effect level NPs: Nanoplastics NTA: Nanoparticle tracking analysis OECD: Organisation for Economic Co-operation and Development OSI: Oxidative stress index PBS: Phosphate buffered saline PCO: Principal Coordinates PDI: Polydispersity index PE: Polyethylene PET: Polyethylene terephthalate PolyIC: Polyinosinic:polycytidylic acid PMMA: Poly(methylmethacylate) POPs: Persistent organic pollutants PP: Polypropylene PS: Polystyrene PUR: Polyurethane PVC: Polyvinylchloride RNA: Ribonucleic acid ROS: Reactive Oxygen Species RTGut: Rainbow trout (Oncorhynchus mkiss) intestinal epithelial cell line RT-qPCR: Quantitative reverse transcription polymerase chain reaction TAC: Total antioxidant capacity TEAC: Trolox equivalent antioxidant capacity TOS: Total oxidative status UNEP: United Nations Environment Programme WGA: Wheat germ agglutinin WHO: World Health Organization ZFL: Zebrafish liver cells",in_vivo,True,True,fish (gilthead seabream),Sparus aurata,,water,"['24 h', '96 h']","['0 mg/L', '0.001 mg/L', '0.01 mg/L', '0.1 mg/L', '1 mg/L', '10 mg/L']",['PMMA'],quasi-spherical,45 nm,plasma,,,,,,,increased,increased,,,,,,,,
fb7297ee13f652fc,Toxic Effects and Mechanisms of Polybrominated Diphenyl Ethers,in_vivo,True,False,zebrafish larvae,zebrafish,,,[],[],['polystyrene'],,,,,,,,,,,,,,,,,,,
49cb69f4b5144de0,"Impact of the Oral Administration of Polystyrene Microplastics on Hepatic Lipid, Glucose, and Amino Acid Metabolism in C57BL/6Korl and C57BL/6-Lep em1hwl /Korl Mice",in_vivo,False,True,C57BL/6Korl (WT) and C57BL/6-Lep em1hwl /Korl (leptin knockout) mice,mouse,,oral,['9 weeks'],[],['polystyrene'],circular-shaped,0.4–0.6 μm (mean); 0.5 μm detected in liver,serum,,,,,no change (WT); no change (Lep KO),increased (WT); no change (Lep KO),increased (WT); no change (Lep KO),increased (WT); no change (Lep KO),increased,,,,,,,
fb393851d95db2ed,Dynamic Impacts of Stock Enhancement on Kaluga Sturgeon (Huso dauricus): Novel Conservation Strategy Insights from the Gut Microbe Composition and Gene Expression Mode,in_vivo,False,True,Kaluga sturgeon,Huso dauricus,,,"['0 d', '7 d', '14 d', '30 d']","['Ori', 'D7FL', 'D14FL', 'D30FL']","['paraffin', 'paraffin wax', 'agarose']",,,serum,increased,increased,increased,,increased,,increased,,no_significant_change,,,,,,,
8bbd41abe0e1d3dc,Toxicity of Crude Oil Wastewater Treated with Nano-ZnO as a Photocatalyst on Labeo rohita: A Biochemical and Physiological Investigation,in_vivo,False,True,fish,Labeo rohita,,,['21 days'],"['Control', '0.5% untreated WSFO', '1% untreated WSFO', '5% WSFO treated with Nano-ZnO', '10% WSFO treated with Nano-ZnO', '5% WSFO treated without Nano-ZnO', '10% WSFO treated without Nano-ZnO']","['SDS', 'Tween 80', 'Triton X-100']",,,plasma,decreased,increased,increased,increased,,,increased,decreased,increased,,,,,,,
2b35e353b796e876,Combined Effects of Nano-Polystyrene and Heavy Metal Mixture on the Bioaccumulation of Heavy Metals and Physiological Changes in Macrobrachium rosenbergii,in_vivo,True,False,freshwater shrimp (Macrobrachium rosenbergii),Macrobrachium rosenbergii,,waterborne,['14 days'],"['Control', 'HMC 0.5 mg/L', 'HMC 0.5 mg/L + NP 50 µg/L', 'HMC 0.5 mg/L + NP 100 µg/L', 'HMC 0.5 mg/L + NP 200 µg/L', 'HMC 0.5 mg/L + NP 250 µg/L']",['polystyrene'],,100 nm; DLS ∼50 nm,,,,,,,,,,,,,,,,,
262b0b59c439b5a9,"Effects of Microplastic (MP) Exposure at Environmentally Relevant Doses on the Structure, Function, and Transcriptome of the Kidney in Mice",in_vivo,False,True,male C57BL/6 mice,mouse,male,drinking water,['8 weeks'],"['control', '0.1 mg/L (drinking water)', '1 mg/L (drinking water)']",['polystyrene (PS)'],microspheres,1 μm,serum,,,,,,,,,,decreased,no_change,,,,,
8e91ea385e1e9b81,Flaxseed Oil Alleviates PFOS-Induced Liver Injury by Regulating Hepatic Cholesterol Metabolism,in_vivo,False,True,C57BL/6J mice,C57BL/6J mice,male,oral gavage,"['4 weeks', '29 days (sacrifice)']","['Control: soybean oil 2 g/kg, oral gavage, 4 weeks', 'PFOS group: PFOS 10 mg/kg/day + soybean oil 2 g/kg', 'L-FO: FO:soybean oil 1:3 + PFOS 10 mg/kg/day', 'M-FO: FO:soybean oil 1:1 + PFOS 10 mg/kg/day', 'H-FO: pure FO + PFOS 10 mg/kg/day']",[],,,serum,,,,,decreased,decreased,decreased,decreased,,,,,,,,
55ec70c858390e89,Deleterious Effects of Polypropylene Microplastic Ingestion in Nile Tilapia (Oreochromis niloticus),in_vivo,False,True,Nile tilapia,Oreochromis niloticus,,dietary,['30 days'],"['control', '100 µg polypropylene/kg bw', '500 µg polypropylene/kg bw']",['polypropylene'],not reported,area 0.91 µm^2 (0.05–5.43 µm^2); perimeter 3.43 µm (0.89–9.82 µm),serum,increased,increased,,,,,increased,no_change,,,decreased,,,,,
a21096d4ae3625a6,Hepatic and metabolic outcomes induced by sub-chronic exposure to polystyrene microplastics in mice,in_vivo,False,True,C57BL/6 mice,mouse,,oral gavage,"['12 weeks', 'twice per week for 12 weeks']","['0.5 μm polystyrene MPs: 0.3 mg per exposure via oral gavage, twice weekly for 12 weeks', '5 μm polystyrene MPs: 0.3 mg per exposure via oral gavage, twice weekly for 12 weeks', 'Control: Milli-Q water via oral gavage, twice weekly for 12 weeks']",['polystyrene'],spherical,0.5 μm and 5 μm,serum,increased (0.5 μm group),increased (0.5 μm group); decreased (5 μm group),,,increased (5 μm group),,,increased (0.5 μm group),increased (both groups),no significant change,no significant change,,,,,
79df196e932c5c43,"Polystyrene nanoplastics exacerbate gentamicin-induced nephrotoxicity in adult rat by activating oxidative stress, inflammation and apoptosis pathways",in_vivo,True,True,Adult Wistar rats,rat,male,gavage,['15 days'],"['Control: saline i.p. or distilled water by gavage for 15 days', 'PS-NPs: 2.5 mg/kg/day by gavage for 15 days', 'GEN: 100 mg/kg/day i.p. for 15 days', 'GEN + PS-NPs: 100 mg/kg/day GEN i.p. + 2.5 mg/kg/day PS-NPs by gavage for 15 days']",['polystyrene'],,50 nm,plasma,,,,,,,,,,increased,increased,,,,,
abed1057fef60f99,Prenatal melatonin reprograms liver injury in male pups caused by maternal exposure to a high-fat diet and microplastics,in_vivo,False,True,Sprague Dawley rats; maternal exposure during pregnancy; male pups analyzed at PD7,Rat (Sprague Dawley),female dams (exposed); male pups analyzed,drinking water,['from conception onward'],"['HFD-Mi: HFD + microplastics (5 μm, 1000 μg/L)', 'HFD-Mi + M: HFD + microplastics (5 μm, 1000 μg/L) + melatonin (40 mg/L)', 'NCD-Mi: NCD + microplastics (5 μm, 1000 μg/L)', 'NCD-Mi + M: NCD + microplastics (5 μm, 1000 μg/L) + melatonin (40 mg/L)']",['polystyrene'],,5 μm,plasma,,,,,,,no significant differences among groups,,,,,,,,,
67fe56941b429f3c,Bioaccumulation and sub-chronic toxicity of microplastic environmentally relevant concentrations in Etroplus suratensis brackish water fish,in_vivo,False,True,juvenile Etroplus suratensis (pearl spot),Etroplus suratensis,,waterborne,['14 days'],"['0 mg/L', '0.2 mg/L', '2 mg/L', '4 mg/L']",['polystyrene'],not reported,1 µm,serum,increased,increased,increased,,,,increased,,increased,,,,,,,
ed0f93d00579500a,Effects of micro/nanoplastics on oxidative damage and serum biochemical parameters in rats and mice: a meta-analysis,in_vivo,False,True,randomized controlled adult rat or mouse experiments (meta-analysis),rats and mice,,,"['< 30 days', '30-60 days', '> 60 days']",[],['polystyrene'],,< 1 µm and ≥ 1 µm,serum,increase,increase,,,,,,,,,,,increase,,,
ae6169943eaa8695,Effects of micro/nanoplastics on oxidative damage and serum biochemical parameters in rats and mice: a meta-analysis,in_silico,False,True,Meta-analysis of rat/mouse in vivo studies,rats and mice,male and female,,"['< 30 days', '30-60 days', '> 60 days']",[],['polystyrene'],,1 nm–5 mm; subgrouped as < 1 μm and ≥ 1 μm,serum,increased,increased,,,,,,,,,,,increased,,,
45867d14b5434728,Multi-dimensional View of Microplastic Toxicity: Environmental and Health impacts,in_vivo,False,True,pond turtle (dietary exposure experiment),Emys orbicularis (pond turtle),,dietary,['30 days'],"['250 mg/kg', '500 mg/kg', '1000 mg/kg']","['PE', 'PP', 'PET', 'PVC', 'PS', 'HDPE', 'LDPE', 'PUR', 'PA', 'nylon', 'PLA', 'PTFE', 'PES', 'PAM']","multiple shapes (fibers, fragments, beads, foam, film, irregular, spherical)",various sizes (10 μm; 1–4 μm; <100 μm; 2–3 mm; 1 μm–5 mm; 2 ± 1 μm; 50 ± 10 μm; 0.1–5 μm; 13–18 μm; 90–150 μm; 20–27 μm; 460 nm),blood,,,,,,,,decreased,,,,,,,,
370ab17ab2cd1b4a,"Dietary exposure to polyvinyl chloride microparticles induced oxidative stress and hepatic damage in Clarias gariepinus (Burchell, 1822)",in_vivo,False,True,juvenile fish,Clarias gariepinus,,dietary,"['15 days', '30 days', '45 days', '30 days depuration']","['0% (control)', '0.5%', '1.5%', '3.0%']",['polyvinyl chloride (PVC)'],powdered,95.41 ± 4.23 μm,serum,mixed,increased,no_change,,,,,increased,increased,,,,,,,
092c01030fb1c1c6,Effects of microplastic exposure on the blood biochemical parameters in the pond turtle (Emys orbicularis),in_vivo,False,True,pond turtle,Emys orbicularis,,oral (diet),['30 days'],"['0 mg/kg diet (control)', '250 mg/kg diet', '500 mg/kg diet', '1000 mg/kg diet']","['polyethylene (high-density, PE100)', 'high-density polyethylene (PE100)']",powder,not reported,serum,increased at 500 and 1000 mg/kg diet; no change at 250 mg/kg,increased at 500 and 1000 mg/kg diet; no change at 250 mg/kg,increased at all MP concentrations; highest at 1000 mg/kg,decreased at 500 and 1000 mg/kg diet,,,increased at 500 and 1000 mg/kg,increased at 1000 mg/kg,increased at 500 and 1000 mg/kg,increased at 500 and 1000 mg/kg,increased at 500 and 1000 mg/kg,,,,,
c9084fb4926ba0af,Impacts of microplastics on reproductive performance of male tilapia (Oreochromis niloticus) pre-fed on Amphora coffeaeformis,in_vivo,False,True,Nile tilapia,Oreochromis niloticus,male,waterborne,['15 days'],"['Control (A0MP0): no MPs', 'A0MP: 10 mg/L MPs', 'A1MP: 10 mg/L MPs + 2.5% Amphora coffeaeformis', 'A2MP: 10 mg/L MPs + 5% Amphora coffeaeformis', 'A3MP: 10 mg/L MPs + 7.5% Amphora coffeaeformis']",[],irregular,More than 90% < 100 nm,serum,no change,no change,increased,,,,no change,,increased,,,,,,,
b785891987ed7ae1,"Nanoplastics-induced oxidative stress, antioxidant defense, and physiological response in exposed Wistar albino rats",in_vivo,True,True,Wistar albino rat,rat,male,oral gavage,['35 days'],"['0 mg/kg-day (control)', '1 mg/kg-day', '3 mg/kg-day', '6 mg/kg-day', '10 mg/kg-day']",['polystyrene'],spheres,25 and 50 nm nominal; mean hydrodynamic diameter 38.92 nm,serum,,,increased,increased,,,,increased,increased,increased,increased,,,,,
0773abe87f71f778,"Nanoplastics-induced oxidative stress, antioxidant defense, and physiological response in exposed Wistar albino rats",in_vivo,True,True,Wistar rat,Rat,male,oral gavage,['35 days'],"['0 mg/kg-day', '1 mg/kg-day', '3 mg/kg-day', '6 mg/kg-day', '10 mg/kg-day']",['polystyrene (PS)'],spheres,25 and 50 nm nominal; mean hydrodynamic diameter 38.92 nm,serum,,,increased (significant at 10 mg/kg-day),increased (significant at highest dose),,,,increased,increased,increased,increased,,,,,
81f0a21324f613b3,Effect of microplastics on Yersinia ruckeri infection in rainbow trout (Oncorhynchus mykiss),in_vivo,False,True,juvenile rainbow trout,Oncorhynchus mykiss,,waterborne,['30 days'],"['Control (no MPs, no Y. ruckeri)', 'MPs 500 mg Kg−1', 'MPs 1000 mg Kg−1', 'Y. ruckeri 5% LD50 + MPs 500 mg Kg−1', 'Y. ruckeri 5% LD50 + MPs 1000 mg Kg−1', 'Y. ruckeri 10% LD50 + MPs 500 mg Kg−1', 'Y. ruckeri 10% LD50 + MPs 1000 mg Kg−1']",['High-density polyethylene (PE100)'],powder,<0.02 mm,plasma,increase,increase,increase,decrease,decrease,decrease,decrease,increase,increase,,increase,,,,,
5ab7830d8d09eb8f,Exposure to microplastics leads to a defective ovarian function and change in cytoskeleton protein expression in rat,in_vivo,False,False,Adult Wistar rats,Rattus norvegicus,female,oral gavage,"['four estrous cycles', '24-26 days']","['control (ultrapure water by oral gavage)', 'PS-MPs 0.1 mg/day (1.5 × 10^6 particles/day), oral gavage']","['polystyrene (PS) microplastics', 'polystyrene (fluorescent FPS-MPs)', 'polystyrene (pristine PPS-MPs)']",spherical,5 μm diameter,serum,,,,,,,,,,,,,,,,
b74e10948422e517,Adverse effects of pristine and aged polystyrene microplastics in mice and their Nrf2-mediated defense mechanisms with tissue specificity,in_vivo,False,True,ICR mice,mouse,male,gavage,['1 week'],"['control', '0.01 mg/day pristine PS (LP-PS)', '1 mg/day pristine PS (HP-PS)', '0.01 mg/day aged PS (LA-PS)', '1 mg/day aged PS (HA-PS)']","['polystyrene', 'aged polystyrene', 'polystyrene microplastics (PS-MPs)', 'aged polystyrene microplastics (APS)']",not reported,5.24 ± 1.15 μm,serum,increased,increased,,,,,increased,increased,,,,,,,,
d8a9056682d9c89b,Reproductive and metabolic toxic effects of polystyrene microplastics in adult female Wistar rats: a mechanistic study,in_vivo,False,True,adult female Wistar rats,Wistar rat,female,,['45 days'],"['2.5 mg/kg/day', '5 mg/kg/day', '10 mg/kg/day']",['polystyrene'],,≤ 1 µm; average 876 nm,serum,,,,,decreased,increased,increased,increased,increased,,,,,,,
a6223ca6d84f3eab,Untargeted metabolomics and transcriptomics joint analysis of the effects of polystyrene nanoplastics on lipid metabolism in the mouse liver,in_vivo,True,True,C57 mice,mouse,,drinking water,['12 weeks'],['1000 μg/L NPs in drinking water'],['polystyrene'],microspheres,Diluted NPs Z-average 115.5 nm; 80% 70.2-132 nm; max ≤ 190 nm,serum,,,,,no_significant_change,increased,increased,no_significant_change,,,,,,,,
6051395867fc4870,Toxicity of pharmaceutical micropollutants on common carp (Cyprinus carpio) using blood biomarkers,in_vivo,False,True,juvenile common carp exposed in tanks,Cyprinus carpio,,water,['2 weeks'],"['bromazepam 15.54 µg/L', 'naproxen 14.40 µg/L', 'metoprolol 5.76 µg/L', 'sotalol 3.33 µg/L', 'control']",[],,,serum,increased (all exposed groups),"increased (bromazepam, naproxen, sotalol)",increased (all exposed groups),,,,,,increased (all exposed groups),,,,,,,
e1fa591214db34f8,Polystyrene Microplastics Induced Ovarian Toxicity in Juvenile Rats Associated with Oxidative Stress and Activation of the PERK-eIF2α-ATF4-CHOP Signaling Pathway,in_vivo,False,True,juvenile female Sprague Dawley rats,rat,female,oral gavage,['28 days'],"['0 (control)', '0.5 mg/kg/d', '2.0 mg/kg/d']",['polystyrene'],spherical,1 μm,serum,,,,,,,,,,,,,,,,
c4fe32b245be3c4d,Acute Toxicity Assessment of Orally Administered Microplastic Particles in Adult Male Wistar Rats,in_vivo,False,True,adult male Wistar rats,Rat,male,intragastric gavage,"['single dose', '24 h post-treatment']","['Q: 2.5 mL Milli-Q (control)', 'P1: 1.4 mg/kg MPs', 'P2: 35 mg/kg MPs', 'P3: 125 mg/kg MPs']",['PET'],irregular shape with higher aspect ratios; sawdust-like; fragmented fibrous,"median 85 μm (d10=35 μm, d90=170 μm)",serum,decreased in P1 vs Q,increased in P2 and P3 vs Q,no_change,no_change,no_change,no_change,no_change,increased in P2 and P3 vs Q,no_change,increased in P2 and P3 vs Q,increased in P2 and P3 vs Q; P3 > P1,no_change,no_change,increased in P2 and P3 vs Q,shifted towards prooxidants; increased in P2 and P3 vs Q,"increased in P3 vs Q, P1, P2"
01e20312115e73b7,Sodium Humate-Derived Gut Microbiota Ameliorates Intestinal Dysfunction Induced by Salmonella Typhimurium in Mice,in_vivo,False,True,Mouse model of Salmonella Typhimurium infection with sodium humate pretreatment and fecal microbiota transplantation,mouse,female,intragastric gavage,"['Survival monitored for 10 days', 'Main trial lasted 26 days; infection on day 22; sampling day 27', 'FMT: 1 week antibiotics; infection day 7; sampling day 12']","['Con', 'Mod', '0.1% HNa', '0.3% HNa', '0.5% HNa', 'Tre', 'HNa', 'FMT']",['polyvinylidene difluoride (PVDF)'],,,serum,,,,,,,,,,,,,,,,
e1ad6995c2d0fe19,Long-Term Exposure to Polystyrene Microspheres and High-Fat Diet-Induced Obesity in Mice: Evaluating a Role for Microbiota Dysbiosis,in_vivo,False,True,Male C57BL/6J mice on normal or high-fat diet with polystyrene microspheres in drinking water,Mouse,male,drinking water,['8 weeks'],"['ND control: filtered, autoclaved water (no PS-MS)', 'HFD control: filtered, autoclaved water (no PS-MS)', 'ND + PS-MS: 10 mg/L PS-MS in drinking water', 'HFD + PS-MS: 10 mg/L PS-MS in drinking water']",['polystyrene'],microspheres,5 μm (4.0–4.9 μm),plasma,,,,,no_change,increase,increase,no_change,increase,,,,,,,
c63443f137d984e2,"Assessment of Nonalcoholic Fatty Liver Disease Symptoms and Gut-Liver Axis Status in Zebrafish after Exposure to Polystyrene Microplastics and Oxytetracycline, Alone and in Combination",in_vivo,False,True,zebrafish,Danio rerio,,waterborne (tank water),['28 d'],"['Control', 'MPs 0.69 mg/L', 'OTC 3.00 μg/L', 'MP-OTC 0.69 mg/L MPs + 3.00 μg/L OTC']",['polystyrene (PS)'],spherical (monosphere),490 ± 25 nm diameter,serum,,,,,,,,,,,,,,,,
